Business address,Industry (ANZSIC4) description,Industry Category,Seating type,Trading name,Latitude,Longitude
Part 161-163 Nicholson Street CARLTON VIC 3053,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Al Dente Enoteca,-37.796388672,144.974801205
161-163 Nicholson Street CARLTON 3053,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Casa Farro,-37.796388672,144.974801463
140 Rathdowne Street CARLTON 3053,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Bloom Coffee Bar,-37.796045727,144.971039640
144-146 Rathdowne Street CARLTON 3053,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Ziyka,-37.796045727,144.971039640
144-146 Rathdowne Street CARLTON VIC 3053,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Darbaar Restaurant,-37.796045727,144.971039640
11 Boundary Road NORTH MELBOURNE VIC 3051,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,The Humble Goat,-37.795913807,144.938538278
154 Rathdowne Street CARLTON 3053,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Carlton Chinese Noodle Cafe,-37.795858399,144.971083509
191 Nicholson Street CARLTON 3053,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Arrivederci Restaurant,-37.795688138,144.974931100
257 Macaulay Road NORTH MELBOURNE VIC 3051,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,North End Cafe,-37.795576917,144.938198220
160 Rathdowne Street CARLTON 3053,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Arc Cafe,-37.795536911,144.971131946
160-162 Rathdowne Street CARLTON 3053,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Blue Truffle Cafe,-37.795536911,144.971131946
164 Rathdowne Street CARLTON 3053,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Kumichan Japanses Cafe,-37.795477946,144.971142216
164 Rathdowne Street CARLTON 3053,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Cure Bar & Eatery,-37.795476643,144.971132739
164 Rathdowne Street CARLTON VIC 3053,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Casa Tajine,-37.795476643,144.971132739
166 Rathdowne Street CARLTON 3053,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Moretons Brasserier,-37.795436697,144.971149400
166 Rathdowne Street CARLTON 3053,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Moretons Brasserie,-37.795435258,144.971139946
168-170 Rathdowne Street CARLTON 3053,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,"La Contadina Cafe, Restaurant & Bar",-37.795382588,144.971158824
168-170 Rathdowne Street CARLTON 3053,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,The Olive Jar,-37.795381148,144.971149369
172 Rathdowne Street CARLTON 3053,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Fu Lu Chinese Cafe,-37.795323933,144.971169039
2 Boundary Road NORTH MELBOURNE 3051,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Vodka Locka & Red Leaf Restaurant,-37.795316250,144.939247627
"Ground , 2 Boundary Road NORTH MELBOURNE 3051",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Red Leaf Restaurant,-37.795316250,144.939247627
174 Rathdowne Street CARLTON 3053,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,De Orchid,-37.795279634,144.971176754
174 Rathdowne Street CARLTON 3053,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Mai Vy Vietnamese Restaurant,-37.795279634,144.971176754
52 Morrah Street PARKVILLE VIC 3052,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Cafe Piccolina,-37.795250723,144.955672078
176 Rathdowne Street CARLTON 3053,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Zucca Restaurant Bar,-37.795233806,144.971184736
176 Rathdowne Street CARLTON VIC 3053,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Jaidieo Thai Cuisine,-37.795232366,144.971175280
176 Rathdowne Street CARLTON VIC 3053,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Thai 29 Carlton,-37.795232366,144.971175280
180 Rathdowne Street CARLTON 3053,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Osc&r On Rathdowne,-37.795144536,144.971190576
180 Rathdowne Street CARLTON 3053,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Bistro Two Dozen,-37.795144363,144.971190606
193 Flemington Road NORTH MELBOURNE 3051,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Cafe Plum,-37.795085550,144.948432522
193 Flemington Road NORTH MELBOURNE 3051,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Royal Kebab Cafe,-37.795084087,144.948423045
"Shop 5, Floor 1, 50 Flemington Road PARKVILLE 3052",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Express Deli,-37.794920973,144.950814061
"Ground , 465-469 Macaulay Road KENSINGTON 3031",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,TJ's Bar & Grill,-37.794849643,144.931530660
Ground 465 Macaulay Road KENSINGTON VIC 3031,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Sahara Restaurant,-37.794849643,144.931530661
1 Gower Street KENSINGTON 3031,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Kensington Pizza,-37.794644987,144.930106871
499 MacAulay Road KENSINGTON VIC 3031,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Grounded House,-37.794576021,144.929457186
507 MacAulay Road KENSINGTON VIC 3031,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Mr Piccolo Kitchen and Bar,-37.794534355,144.929241930
202 Bellair Street KENSINGTON VIC 3031,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,The Premises Espresso,-37.794260422,144.930179134
202 Bellair Street KENSINGTON 3031,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Drouls Cafe,-37.794260422,144.930179134
482 Macaulay Road KENSINGTON VIC 3031,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,London K burgers,-37.794240583,144.929968109
520 Macaulay Road KENSINGTON 3031,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Sumos Noodle & Sushi Bar,-37.794054448,144.928763126
520 Macaulay Road KENSINGTON VIC 3031,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Kensington food hall,-37.794054448,144.928763126
192 Bellair Street KENSINGTON 3031,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Limebar,-37.794052575,144.930051091
192 Bellair Street KENSINGTON 3031,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Spinifex Cafe / Bakery,-37.794052575,144.930051091
Ground 522 Macaulay Road KENSINGTON VIC 3031,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Chicken Episode,-37.794049159,144.928699524
524 Macaulay Road KENSINGTON 3031,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Mr Griffiths Alibis and Libations,-37.794041846,144.928633193
524 Macaulay Road KENSINGTON VIC 3031,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Melba Social,-37.794041846,144.928633193
190 Bellair Street KENSINGTON 3031,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Couple Cinos,-37.793959699,144.930057814
188 Bellair Street KENSINGTON VIC 3031,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Fruits of Passion,-37.793928718,144.929991408
"Part Ground , 497-513 Rathdowne Street CARLTON 3053",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Rathdowne & Reeves Cafe,-37.793660925,144.970767229
Tenancy 18.02 Ground 48 Flemington Road PARKVILLE VIC 3052,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,The Farmacy Restaurant,-37.793631051,144.949522610
"Tenancy 2, Ground , 50 Flemington Road PARKVILLE 3052",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Aruba Espresso Cafe,-37.793631051,144.949522610
"Tenancy 2, Ground 50 Flemington Road PARKVILLE VIC 3052",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Aruba @ MCRI,-37.793631051,144.949522610
"Tenancy 3, Ground , 50 Flemington Road PARKVILLE 3052",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,McDonalds Royal Children's Hospital,-37.793631051,144.949522610
"Tenancy B, Ground 50 Flemington Road PARKVILLE VIC 3052",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Royal Cafe 248,-37.793631051,144.949522610
174 Bellair Street KENSINGTON VIC 3031,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Kazbah Egyptian Street Food,-37.793609931,144.929930500
"Tenancy 0, Ground 0, 50-0 Flemington Road PARKVILLE 3052",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Sandrock,-37.793566161,144.950207111
Part Ground 243-251 Flemington Road NORTH MELBOURNE VIC 3051,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Thyme Square,-37.793559461,144.946706885
Part Ground 243-251 Flemington Road NORTH MELBOURNE VIC 3051,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Thyme Square Cafe,-37.793559461,144.946706885
"Tenancy 0, Ground 0, 50-0 Flemington Road PARKVILLE 3052",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Zinc,-37.793548343,144.950207310
170 Bellair Street KENSINGTON VIC 3031,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Pimm Thai Cafe,-37.793537195,144.929918423
570 Lygon Street CARLTON 3053,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Paperchase Cafe,-37.793141331,144.969059230
"Unit 1011, 570 Lygon Street CARLTON 3053",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Chong Quing,-37.793139871,144.969049728
"Unit 1011, 570 Lygon Street CARLTON 3053",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Freshpack,-37.793139871,144.969049728
"Unit 1011, 570-0 Lygon Street CARLTON 3053",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Ozford Junction Cafe,-37.793139871,144.969049728
"Part Ground , 64 Sutton Street NORTH MELBOURNE 3051",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Casa & Bottega,-37.791628617,144.937637588
"Part Ground , 64 Sutton Street NORTH MELBOURNE 3051",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Woolstore & Co,-37.791628617,144.937637588
Part Ground 64 Sutton Street NORTH MELBOURNE VIC 3051,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,URBAN FOODIES PTY LTD,-37.791628617,144.937637588
72 Stubbs Street KENSINGTON VIC 3031,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,La Tortilleria,-37.791421676,144.935301463
36 Stubbs Street KENSINGTON VIC 3031,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Brewtech / Colab Espresso,-37.790004110,144.935277761
36 Stubbs Street KENSINGTON VIC 3031,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Colab Espresso/Brewtech,-37.790004110,144.935277761
185-0 Boundary Road NORTH MELBOURNE 3051,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Cafe Blu On Boundary,-37.788753621,144.939476866
10 Brens Drive PARKVILLE 3052,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Spotless Services Australia,-37.785334809,144.947694059
Part Ground Ikon Park Princes Park 400 Royal Parade CARLTON NORTH VIC 3054,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Carlton Cafe,-37.784987429,144.961528656
"Part Ground , 369 Royal Parade PARKVILLE 3052",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Degani Bakery Grill,-37.784928575,144.958562952
"Part Ground , 369 Royal Parade PARKVILLE 3052",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Parkside,-37.784928575,144.958562952
"Shop 1, Ground 369 Royal Parade PARKVILLE VIC 3052",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Mornin Vietnam,-37.784928575,144.958562952
"Restaurant ,  Elliott Avenue PARKVILLE 3052",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Lakeside Bistro,-37.784621704,144.951637206
"Part Ground , 399 Royal Parade PARKVILLE 3052",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Primary Cafe,-37.783982173,144.958680805
Part Ground 399 Royal Parade PARKVILLE VIC 3052,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Flipboard Cafe Parkville,-37.783982173,144.958680805
"Shop 12, 320-380 Epsom Road FLEMINGTON 3031",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Provata Urban Larder & Cafe,-37.782271303,144.915117329
"Shop 28, 320-380 Epsom Road FLEMINGTON 3031",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Pacinos Italian Restaurant,-37.782271303,144.915117329
Part 35-37 Poplar Road PARKVILLE 3052,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,ERMHA - Madcap Cafe,-37.781256217,144.947413460
Kiosk 11-49 Galada Avenue PARKVILLE VIC 3052,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Noughts and Crosses Cafe,-37.781115791,144.939924507
Part 34-54 Poplar Road PARKVILLE VIC 3052,Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Poplar's,-37.778027909,144.947904662
"Shop 1, Ground , 52 Cade Way PARKVILLE 3052",Cafes and Restaurants,Cafes and Restaurants,Seats - Indoor,Corner Cafe & Convenience Store,-37.776194762,144.939128213
118 City Road SOUTHBANK 3006,Car Retailing,Others,Seats - Indoor,BMW Melbourne,-37.822888335,144.962960080
Part Ground & Level 1-2 118 City Road SOUTHBANK VIC 3006,Car Retailing,Others,Seats - Indoor,Melbourne BMW,-37.822886996,144.962950624
118 City Road SOUTHBANK 3006,Car Retailing,Others,Seats - Indoor,BMW Melbourne Pty Ltd,-37.822886996,144.962950624
118 City Road SOUTHBANK 3006,Car Retailing,Others,Seats - Indoor,BMWMelbourne Pty Ltd,-37.822886996,144.962950624
8 Whiteman Street SOUTHBANK 3006,Casino Operation,Others,Seats - Indoor,Crown Casino,-37.823162962,144.958345056
8-0 Whiteman Street SOUTHBANK 3006,Casino Operation,Others,Seats - Indoor,Crown Entertainment Complex and Casino,-37.823162962,144.958345056
8-0 Whiteman Street SOUTHBANK 3006,Casino Operation,Others,Seats - Indoor,Crown Entertainment Complex,-37.823161596,144.958335639
0-0 Alexandra Avenue MELBOURNE 3004,Catering Services,Others,Seats - Indoor,Peter Rowlands Catering,,
Part 60-0 Olympic Boulevard MELBOURNE 3004,Catering Services,Others,Seats - Indoor,Michael O'Brien Catering Pty Ltd,-37.824848574,144.982456005
"Unit 306, Level 3, 35-0 Batman Avenue MELBOURNE 3004",Catering Services,Others,Seats - Indoor,Delaware North Companies Australia,-37.821340397,144.979038479
Level 1 56 Hardware Lane MELBOURNE VIC 3000,Catering Services,Others,Seats - Indoor,Nola,-37.813394795,144.961262152
29 Niagara Lane MELBOURNE 3000,Catering Services,Others,Seats - Indoor,Bright Young Things,-37.813020355,144.961298195
"Ground , 478-484 Victoria Street NORTH MELBOURNE 3051",Catering Services,Others,Seats - Indoor,Black Olive Productions,-37.804967379,144.950145499
"Restaurant , 11 Nicholson Street CARLTON 3053",Catering Services,Others,Seats - Indoor,Peter Rowland At Melbourne Museum,-37.803974403,144.971628776
"Shop 2, UprGround , 108 Bourke Street MELBOURNE 3000",Clothing Retailing,Others,Seats - Indoor,Seven Shop,-37.811726796,144.969760885
12-16 Bank Place MELBOURNE 3000,Clubs (Hospitality),Others,Seats - Indoor,Melbourne Savage Club,-37.816545125,144.960577349
The Melbourne Savage Club 12-16 Bank Place MELBOURNE VIC 3000,Clubs (Hospitality),Others,Seats - Indoor,MELBOURNE SAVAGE CLUB,-37.816545125,144.960577349
Level 5-6 95 Queen Street MELBOURNE VIC 3000,Clubs (Hospitality),Others,Seats - Indoor,Cub Private Business Club,-37.816378003,144.960974425
Level 5-6 95 Queen Street MELBOURNE VIC 3000,Clubs (Hospitality),Others,Seats - Indoor,CUB Private Business Club,-37.816378003,144.960974425
"Basement , 87-89 Flinders Lane MELBOURNE 3000",Clubs (Hospitality),Others,Seats - Indoor,Swiss Club of Victoria,-37.815431717,144.971402051
"Basement , 87-89 Flinders Lane MELBOURNE 3000",Clubs (Hospitality),Others,Seats - Indoor,The Swiss Club of Victoria,-37.815431717,144.971402051
"Floor 13, 205-0 William Street MELBOURNE 3000",Clubs (Hospitality),Others,Seats - Indoor,The Essoign Club Ltd,-37.814280285,144.957147673
"Part Level 1, 205 William Street MELBOURNE 3000",Clubs (Hospitality),Others,Seats - Indoor,The Essoign Club,-37.814276222,144.957137360
36-50 Collins Street MELBOURNE 3000,Clubs (Hospitality),Others,Seats - Indoor,Melbourne Club Trustees,-37.813250164,144.972122447
2-18 Ridgway Place MELBOURNE 3000,Clubs (Hospitality),Others,Seats - Indoor,The Lyceum Club,-37.813149709,144.972595063
25-35 Little Collins Street MELBOURNE 3000,Clubs (Hospitality),Others,Seats - Indoor,The Naval And Military Club,-37.812899342,144.972714774
27-0 Windsor Place MELBOURNE 3000,Clubs (Hospitality),Others,Seats - Indoor,The Melbourne RSL,-37.811946688,144.972491594
320-322 Queen Street MELBOURNE 3000,Clubs (Hospitality),Others,Seats - Indoor,The Celtic Club,-37.811203971,144.959311602
320-322 Queen Street MELBOURNE 3000,Clubs (Hospitality),Others,Seats - Indoor,The Celtic Club Incorporated,-37.811202185,144.959301935
279-283 La Trobe Street MELBOURNE 3000,Clubs (Hospitality),Others,Seats - Indoor,Steamworks,-37.810710589,144.960967478
375 Queen Street MELBOURNE 3000,Clubs (Hospitality),Others,Seats - Indoor,Asia Pacific Centre,-37.809694810,144.957979490
375 Queen Street MELBOURNE VIC 3000,Clubs (Hospitality),Others,Seats - Indoor,APC Lounge,-37.809694810,144.957979490
"Floor 1, 26 Errol Street NORTH MELBOURNE 3051",Clubs (Hospitality),Others,Seats - Indoor,The Comics Lounge,-37.804579205,144.949901591
230 Grattan Street PARKVILLE 3010,Clubs (Hospitality),Others,Seats - Indoor,University House Club,-37.796776921,144.961192767
"Building 112, Gnd & Flr1 , 156-292 Grattan Street PARKVILLE 3010",Clubs (Hospitality),Others,Seats - Indoor,University House,-37.796776921,144.961192767
Grattan Street PARKVILLE 3010,Common Area,Others,Seats - Indoor,Common,-37.796776921,144.961192767
225 Queensberry Street CARLTON 3053,Computer System Design and Related Services,Others,Seats - Indoor,Open Community Internet Inc Association,-37.804533786,144.961225679
16 Waterview Walk DOCKLANDS 3008,Convenience Store,Convenience Store,Seats - Indoor,Watergate Convenience Store & Cafe Bar,-37.819380876,144.947992010
"Shop 1, 228-236 Flinders Street MELBOURNE 3000",Convenience Store,Convenience Store,Seats - Indoor,City Convenience Store,-37.817248231,144.966551591
256 Swanston Street MELBOURNE 3000,Convenience Store,Convenience Store,Seats - Indoor,Select 24 Hour Convenience,-37.811994212,144.965280847
"Shop 7, UprGround , 108 Bourke Street MELBOURNE 3000",Convenience Store,Convenience Store,Seats - Indoor,The Paramount Convenient Store,-37.811728137,144.969770284
"Shop 1, Ground 0, 333-0 Exhibition Street MELBOURNE 3000",Convenience Store,Convenience Store,Seats - Indoor,Exhibition Food Express/Coffee Zone,-37.807802266,144.968069369
"Shop 5, 200-200 Spencer Street MELBOURNE 3000",Diet and Weight Reduction Centre Operation,Others,Seats - Indoor,Japanese Cafe Hoya,-37.816254348,144.953298788
"Ground , 288 Collins Street MELBOURNE 3000",Entertainment Media Retailing,Others,Seats - Indoor,Polyester Records,-37.816549147,144.964982942
